order_number,order_date,channel,warehouse_code,order_quantity,unit_price,revenue,cost,customer_names,product_name,state_code,state_name,lat,lon,region,budget
SO - 0002611,2017-05-24,Wholesale,NXH382,8,1246.2,9969.6,922.188,Twimbo Company,Product 9,CT,Connecticut,41.1176,-73.4079,Northeast,710415.405
SO - 0002652,2017-05-24,Wholesale,FLR025,6,6411.900000000001,38471.4,4167.735000000001,Skyvu Group,Product 21,CA,California,33.96816,-118.24467,West,959899.2180000001
SO - 0003689,2017-05-24,Wholesale,NXH382,5,2438.8,12194.0,1926.6520000000003,Skinder Group,Product 22,GA,Georgia,31.57851,-84.15574,South,663601.902
SO - 0003963,2017-05-24,Distributor,FLR025,11,1145.7,12602.7,893.6460000000001,SAFEWAY Ltd,Product 30,FL,Florida,27.90947,-82.78732,South,1011609.684
SO - 0004790,2017-05-24,Export,AXW291,12,1085.4,13024.800000000001,607.8240000000001,Trunyx Ltd,Product 3,FL,Florida,27.86614,-82.32648,South,2642352.432
SO - 0006179,2017-05-24,Distributor,NXH382,8,227.8,1822.4,182.24,Ozu Ltd,Product 1,AL,Alabama,34.69901,-86.67298,South,3016489.209
SO - 0007681,2017-05-24,Export,AXW291,6,2458.9,14753.400000000001,1278.6280000000002,Zoonder Group,Product 12,IL,Illinois,40.5142,-88.99063,Midwest,1356976.996
SO - 0010571,2017-05-24,Export,AXW291,11,3819.0,42009.0,2902.44,Ozu Ltd,Product 23,NY,New York,40.91922,-73.17912,Northeast,1135815.7580000001
SO - 000620,2017-05-24,Wholesale,AXW291,11,2405.3,26458.300000000003,1635.6040000000003,H Ltd,Product 15,CA,California,36.32745,-119.64568,West,3299478.315
SO - 0001216,2017-05-24,Distributor,AXW291,8,1118.9,8951.2,581.8280000000001,Wordware Company,Product 2,MD,Maryland,39.17316,-77.27165,South,3050087.565
SO - 0002831,2017-05-24,Wholesale,GUT930,7,777.2,5440.400000000001,334.196,Browsetype Corp,Product 20,IL,Illinois,41.84454,-87.75929,Midwest,2067108.1199999999
SO - 0002978,2017-05-24,Distributor,GUT930,9,1078.7,9708.300000000001,744.303,Realbridge Corp,Product 15,CA,California,33.64113,-117.91867,West,3299478.315
SO - 0003448,2017-05-24,Wholesale,NXH382,8,1072.0,8576.0,825.44,Kare Corp,Product 3,OR,Oregon,44.05817,-121.31531,West,2642352.432
SO - 0004155,2017-05-24,Wholesale,FLR025,7,1949.7,13647.9,994.3470000000001,Kaymbo Company,Product 8,PA,Pennsylvania,39.95234,-75.16379,Northeast,1085037.3290000001
SO - 0005579,2017-05-24,Distributor,AXW291,7,1058.6000000000001,7410.200000000001,899.8100000000001,Natures Group,Product 14,NJ,New Jersey,40.77955,-74.02375,Northeast,4028698.4090000005
SO - 0006231,2017-05-24,Distributor,FLR025,12,864.3000000000001,10371.6,561.7950000000001,Tekfly Group,Product 5,CA,California,38.58157,-121.4944,West,3925424.5420000004
SO - 0007039,2017-05-24,Wholesale,AXW291,10,2318.2000000000003,23182.000000000004,1530.0120000000002,Eayo Company,Product 13,NC,North Carolina,34.22573,-77.94471,South,3720639.645
SO - 0008495,2017-05-24,Wholesale,AXW291,9,670.0,6030.0,435.5,Colgate-Pa Group,Product 1,WI,Wisconsin,42.72613,-87.78285,Midwest,3016489.209
SO - 0008611,2017-05-24,Distributor,FLR025,7,1996.6000000000001,13976.2,1477.4840000000002,Buzzshare Company,Product 28,CT,Connecticut,41.53678,-72.79454,Northeast,1003867.767
SO - 0008533,2017-05-24,Distributor,GUT930,7,2680.0,18760.0,2278.0,Yodoo Ltd,Product 15,NJ,New Jersey,40.72386,-74.23252,Northeast,3299478.315
SO - 0009776,2017-05-24,Distributor,AXW291,7,2505.8,17540.600000000002,1804.1760000000002,Kare Corp,Product 16,TX,Texas,26.19063,-97.6961,South,2062061.144
SO - 0001791,2017-05-24,Wholesale,FLR025,11,3919.5,43114.5,2038.14,Neutrogena Ltd,Product 11,CO,Colorado,39.06387,-108.55065,West,1230458.484
SO - 0003659,2017-05-24,Wholesale,NXH382,8,3839.1,30712.8,2073.114,Aibox Company,Product 3,CA,California,33.70918,-117.95367,West,2642352.432
SO - 0004550,2017-05-24,Wholesale,FLR025,10,5045.1,50451.0,2573.001,Tagfeed Ltd,Product 11,OK,Oklahoma,35.65283,-97.4781,South,1230458.484
SO - 0004618,2017-05-24,Wholesale,NXH382,8,6331.5,50652.0,4748.625,Fivechat Company,Product 5,AZ,Arizona,33.42227,-111.82264,West,3925424.5420000004
SO - 0005095,2017-05-24,Distributor,AXW291,10,227.8,2278.0,166.294,Neutrogena Ltd,Product 13,NJ,New Jersey,39.79219,-75.03606,Northeast,3720639.645
SO - 0005262,2017-05-24,Wholesale,NXH382,6,5098.7,30592.199999999997,4180.933999999999,Family Corp,Product 17,GA,Georgia,34.07538,-84.29409,South,2119616.824
SO - 0006219,2017-05-24,Wholesale,AXW291,5,3544.3,17721.5,1524.049,Jabbercube Corp,Product 4,GA,Georgia,31.57851,-84.15574,South,2885560.824
SO - 0006267,2017-05-24,Wholesale,AXW291,6,3705.1,22230.6,2260.111,Shuffledri Group,Product 8,MD,Maryland,39.29038,-76.61219,South,1085037.3290000001
SO - 0006435,2017-05-24,Distributor,FLR025,8,944.7,7557.6,802.995,Cogilith Group,Product 1,NV,Nevada,39.534909999999996,-119.75269,West,3016489.209
SO - 0006442,2017-05-24,Distributor,GUT930,6,1078.7,6472.200000000001,862.96,GOOD Ltd,Product 3,IN,Indiana,39.4667,-87.41391,Midwest,2642352.432
SO - 0009378,2017-05-24,Wholesale,AXW291,12,3832.4,45988.8,1647.932,Meejo Corp,Product 26,FL,Florida,28.90054,-81.26367,South,5685138.2700000005
SO - 0002746,2017-05-25,Distributor,NXH382,10,167.5,1675.0,82.075,Walgreen Corp,Product 17,NY,New York,42.91002,-78.74182,Northeast,2119616.824
SO - 0003425,2017-05-25,Distributor,NXH382,12,737.0,8844.0,449.57,Jaxbean Group,Product 19,IL,Illinois,42.10987,-87.94458,Midwest,1645841.6
SO - 0006854,2017-05-25,Wholesale,NXH382,12,2405.3,28863.600000000002,1395.074,Snaptags Ltd,Product 9,OH,Ohio,40.79895,-81.37845,Midwest,710415.405
SO - 0007035,2017-05-25,Wholesale,NXH382,11,2666.6,29332.6,1786.622,SUPERVALU Ltd,Product 1,FL,Florida,26.46146,-80.07282,South,3016489.209
SO - 0008038,2017-05-25,Wholesale,NXH382,5,1005.0,5025.0,452.25,GOOD Ltd,Product 4,MI,Michigan,42.49698,-82.88881,Midwest,2885560.824
SO - 0005140,2017-05-25,Distributor,AXW291,9,1125.6000000000001,10130.400000000001,506.5200000000001,Holston Company,Product 20,LA,Louisiana,29.984090000000002,-90.15285,South,2067108.1199999999
SO - 0008230,2017-05-25,Distributor,NXH382,5,1072.0,5360.0,546.72,Eidel Corp,Product 23,PA,Pennsylvania,40.02991,-75.27897,Northeast,1135815.7580000001
SO - 0010274,2017-05-25,Wholesale,FLR025,5,1025.1000000000001,5125.500000000001,563.8050000000002,Liberty Group,Product 14,MN,Minnesota,44.02163,-92.4699,Midwest,4028698.4090000005
SO - 000386,2017-05-25,Wholesale,AXW291,6,1025.1000000000001,6150.6,779.0760000000001,Liberty Group,Product 29,ID,Idaho,43.61211,-116.39151,West,594471.5700000001
SO - 000709,2017-05-25,Distributor,GUT930,9,3979.8,35818.200000000004,1989.9,Yodoo Ltd,Product 19,CA,California,37.54827,-121.98857,West,1645841.6
SO - 0002448,2017-05-25,Distributor,GUT930,10,3953.0,39530.0,2569.4500000000003,SAFEWAY Ltd,Product 6,NY,New York,40.9126,-73.83708,Northeast,1672229.416
SO - 0002635,2017-05-25,Wholesale,FLR025,12,1072.0,12864.0,525.28,Thoughtmix Ltd,Product 29,FL,Florida,28.47689,-82.52546,South,594471.5700000001
SO - 0006571,2017-05-25,Distributor,NXH382,11,3973.1,43704.1,2423.591,Eidel Corp,Product 17,AZ,Arizona,33.42227,-111.82264,West,2119616.824
SO - 0009673,2017-05-25,Wholesale,AXW291,12,730.3000000000001,8763.6,481.99800000000005,Zoomzone Corp,Product 28,CA,California,32.79477,-116.96253,West,1003867.767
SO - 0008729,2017-05-25,Distributor,AXW291,9,3504.1,31536.899999999998,1997.3369999999998,SUPERVALU Ltd,Product 3,CT,Connecticut,41.18454,-73.13317,Northeast,2642352.432
SO - 0009924,2017-05-25,Wholesale,AXW291,10,2532.6,25326.0,1696.842,Aibox Company,Product 12,MI,Michigan,42.58031,-83.0302,Midwest,1356976.996
SO - 000107,2017-05-25,Distributor,AXW291,10,1192.6000000000001,11926.000000000002,536.6700000000001,Snaptags Ltd,Product 22,CA,California,33.77974,-116.46529,West,663601.902
SO - 000390,2017-05-25,Distributor,FLR025,5,1721.9,8609.5,1377.5200000000002,Voolith Ltd,Product 26,NY,New York,43.15478,-77.61556,Northeast,5685138.2700000005
SO - 0002253,2017-05-25,Export,AXW291,9,991.6,8924.4,803.196,Rochester Group,Product 19,CA,California,38.02798,-121.88468,West,1645841.6
SO - 0006118,2017-05-25,Distributor,FLR025,6,2485.7000000000003,14914.2,1292.564,Skiptube Ltd,Product 4,IL,Illinois,41.94563,-88.08462,Midwest,2885560.824
SO - 0007909,2017-05-25,Export,GUT930,11,207.70000000000002,2284.7000000000003,176.54500000000002,Unit Ltd,Product 22,MN,Minnesota,44.9133,-93.50329,Midwest,663601.902
SO - 0008940,2017-05-25,Distributor,GUT930,6,2278.0,13668.0,1321.24,Arbor Company,Product 26,IN,Indiana,41.65183,-85.94312,Midwest,5685138.2700000005
SO - 0001796,2017-05-25,Wholesale,GUT930,9,1721.9,15497.1,1360.3010000000002,Yodoo Ltd,Product 3,VA,Virginia,36.85293,-75.97799,South,2642352.432
SO - 0002968,2017-05-25,Wholesale,GUT930,9,3912.8,35215.200000000004,3091.112,Tekfly Group,Product 26,GA,Georgia,31.57851,-84.15574,South,5685138.2700000005
SO - 0003036,2017-05-25,Distributor,NXH382,8,194.3,1554.4,104.92200000000001,Golden Corp,Product 5,TX,Texas,30.51457,-97.81922,South,3925424.5420000004
SO - 0003249,2017-05-25,Wholesale,GUT930,11,2365.1,26016.1,993.3419999999999,Chatterpoi Corp,Product 26,NC,North Carolina,35.78088,-78.81327,South,5685138.2700000005
SO - 0003392,2017-05-25,Wholesale,NXH382,12,3859.2000000000003,46310.4,1698.0480000000002,Cadila Ltd,Product 26,WA,Washington,47.48288,-122.21707,West,5685138.2700000005
SO - 0006424,2017-05-25,Distributor,NXH382,10,1232.8,12328.0,862.9599999999999,Vitz Company,Product 22,UT,Utah,40.60967,-111.9391,West,663601.902
SO - 0006901,2017-05-25,Distributor,AXW291,8,3242.8,25942.4,1426.832,Neutrogena Ltd,Product 25,IL,Illinois,42.19779,-87.94553,Midwest,5342315.484
SO - 0001298,2017-05-25,Distributor,NXH382,12,951.4,11416.8,437.644,Avamba Company,Product 6,CA,California,38.54491,-121.74052,West,1672229.416
SO - 0001836,2017-05-25,Export,AXW291,8,857.6,6860.8,626.048,Browsetype Corp,Product 30,IL,Illinois,42.11043,-88.30135,Midwest,1011609.684
SO - 0002115,2017-05-25,Wholesale,GUT930,6,5701.7,34210.2,2907.8669999999997,Voolith Ltd,Product 9,PA,Pennsylvania,40.15511,-74.82877,Northeast,710415.405
SO - 0003531,2017-05-25,Wholesale,AXW291,11,1902.8,20930.8,1046.54,Linkbuzz Ltd,Product 6,IL,Illinois,42.24868,-89.07452,Midwest,1672229.416
SO - 0003761,2017-05-25,Wholesale,AXW291,10,174.20000000000002,1742.0000000000002,116.71400000000001,SHISEIDO Ltd,Product 30,ID,Idaho,43.46658,-112.03414,West,1011609.684
SO - 0006702,2017-05-25,Wholesale,GUT930,11,911.2,10023.2,601.392,Mylan Corp,Product 22,TX,Texas,25.90175,-97.49748,South,663601.902
SO - 0001513,2017-05-26,Wholesale,NXH382,7,1165.8,8160.599999999999,594.558,Zoovu Corp,Product 25,LA,Louisiana,30.22409,-92.01984,South,5342315.484
SO - 0002049,2017-05-26,Wholesale,NXH382,10,2860.9,28609.0,1687.931,Zoovu Corp,Product 2,GA,Georgia,31.57851,-84.15574,South,3050087.565
SO - 0002249,2017-05-26,Distributor,NXH382,11,3752.0,41272.0,3001.6000000000004,Mydo Corp,Product 12,TX,Texas,33.0379,-97.11287,South,1356976.996
SO - 0002300,2017-05-26,Distributor,NXH382,11,971.5,10686.5,612.045,Voolith Ltd,Product 26,AZ,Arizona,33.44838,-112.07404,West,5685138.2700000005
SO - 0003121,2017-05-26,Export,NXH382,6,1172.5,7035.0,656.6,Mita Corp,Product 12,FL,Florida,25.98731,-80.23227,South,1356976.996
SO - 0003623,2017-05-26,Wholesale,NXH382,8,1125.6000000000001,9004.800000000001,799.176,Nexus Group,Product 25,IL,Illinois,40.69365,-89.58899,Midwest,5342315.484
SO - 0003811,2017-05-26,Distributor,NXH382,11,6150.6,67656.6,2890.782,Nlounge Ltd,Product 13,IN,Indiana,39.87632,-86.14291,Midwest,3720639.645
SO - 0003948,2017-05-26,Wholesale,NXH382,8,1025.1000000000001,8200.800000000001,697.0680000000001,Eire Corp,Product 24,MN,Minnesota,44.80413,-93.16689,Midwest,756557.97
SO - 0004256,2017-05-26,Wholesale,NXH382,12,254.6,3055.2,162.944,Walgreen Corp,Product 15,FL,Florida,25.77427,-80.19366,South,3299478.315
SO - 0008014,2017-05-26,Distributor,NXH382,9,4020.0,36180.0,2211.0,Oozz Group,Product 4,IL,Illinois,42.08836,-87.98063,Midwest,2885560.824
SO - 0001783,2017-05-26,Wholesale,AXW291,7,5138.900000000001,35972.3,3956.9530000000004,Eire Corp,Product 4,CA,California,33.88946,-118.15979,West,2885560.824
SO - 0004098,2017-05-26,Wholesale,AXW291,10,1005.0,10050.0,723.6,Gabvine Ltd,Product 3,MI,Michigan,42.3242,-83.40021,Midwest,2642352.432
SO - 0009665,2017-05-26,Wholesale,AXW291,7,1172.5,8207.5,621.4250000000001,Aromaticos Company,Product 2,UT,Utah,40.2969,-111.69465,West,3050087.565
SO - 0008253,2017-05-26,Wholesale,AXW291,10,1105.5,11055.0,696.465,Talane Group,Product 16,AR,Arkansas,35.8423,-90.70428,South,2062061.144
SO - 0009744,2017-05-26,Wholesale,AXW291,10,1105.5,11055.0,795.9599999999999,General Company,Product 15,CA,California,32.79477,-116.96253,West,3299478.315
SO - 0008360,2017-05-26,Export,AXW291,8,6231.0,49848.0,3177.81,Terumo Corp,Product 25,NC,North Carolina,35.98998,-79.99047,South,5342315.484
SO - 0001722,2017-05-26,Wholesale,GUT930,6,3999.9,23999.4,3119.922,Remedy Ltd,Product 19,IN,Indiana,40.48643,-86.1336,Midwest,1645841.6
SO - 0005011,2017-05-26,Wholesale,AXW291,10,1005.0,10050.0,592.9499999999999,Topiczoom Corp,Product 9,IL,Illinois,41.93807,-87.8685,Midwest,710415.405
SO - 0007761,2017-05-26,Distributor,GUT930,10,3859.2000000000003,38592.0,2585.664,Yombu Corp,Product 3,OK,Oklahoma,36.12795,-95.90232,South,2642352.432
SO - 0001440,2017-05-26,Wholesale,AXW291,12,1882.7,22592.4,960.177,NCS Group,Product 20,SC,South Carolina,34.85262,-82.39401,South,2067108.1199999999
SO - 0001963,2017-05-26,Wholesale,GUT930,7,2003.3,14023.1,1482.442,Bluezoom Group,Product 18,CA,California,34.05223,-118.24368,West,2309499.045
SO - 0002305,2017-05-26,Distributor,GUT930,11,2633.1,28964.1,1737.846,Rooxo Company,Product 29,FL,Florida,28.53834,-81.37924,South,594471.5700000001
SO - 0005464,2017-05-26,Export,FLR025,8,6036.7,48293.6,3923.855,Aibox Company,Product 3,CA,California,37.87159,-122.27275,West,2642352.432
SO - 0008809,2017-05-26,Wholesale,AXW291,9,1125.6000000000001,10130.400000000001,596.5680000000001,Kazu Corp,Product 15,MA,Massachusetts,41.9001,-71.08977,Northeast,3299478.315
SO - 0010171,2017-05-26,Distributor,AXW291,5,2492.4,12462.0,1296.048,Voolia Ltd,Product 26,TX,Texas,30.51457,-97.81922,South,5685138.2700000005
SO - 0010560,2017-05-26,Export,NXH382,6,2994.9,17969.4,2455.8179999999998,Aromaticos Company,Product 16,MD,Maryland,39.084,-77.15276,South,2062061.144
SO - 000358,2017-05-26,Wholesale,AXW291,5,3082.0,15410.0,1510.18,US Ltd,Product 19,AL,Alabama,32.60986,-85.48078,South,1645841.6
SO - 0002851,2017-05-26,Export,AXW291,7,2485.7000000000003,17399.9,1466.563,Meejo Corp,Product 14,OH,Ohio,41.0991,-80.6459,Midwest,4028698.4090000005
SO - 0003001,2017-05-26,Wholesale,GUT930,12,2418.7000000000003,29024.4,1427.0330000000001,Z.H.T. Group,Product 28,CA,California,33.72224,-116.37446,West,1003867.767
SO - 0003999,2017-05-26,Wholesale,AXW291,6,1159.1000000000001,6954.6,822.961,Remedy Ltd,Product 25,CA,California,33.89585,-118.22007,West,5342315.484
SO - 0004201,2017-05-26,Wholesale,AXW291,7,1293.1000000000001,9051.7,1086.2040000000002,Lazzy Group,Product 1,TN,Tennessee,36.51989,-82.54464,South,3016489.209
SO - 0004958,2017-05-26,Wholesale,AXW291,7,1038.5,7269.5,498.47999999999996,Avamba Company,Product 5,KY,Kentucky,38.0498,-84.45855,South,3925424.5420000004
SO - 0009641,2017-05-26,Distributor,AXW291,5,1038.5,5192.5,643.87,Lazzy Group,Product 7,FL,Florida,28.08363,-80.60811,South,889737.555
SO - 0010545,2017-05-26,Wholesale,AXW291,10,1092.1000000000001,10921.000000000002,502.3660000000001,Wordpedia Ltd,Product 4,NY,New York,40.78121,-73.24623,Northeast,2885560.824
SO - 0010190,2017-05-26,Wholesale,GUT930,9,1762.1000000000001,15858.900000000001,1145.3650000000002,Kazu Corp,Product 6,MD,Maryland,39.25066,-76.52052,South,1672229.416
SO - 0001453,2017-05-26,Wholesale,FLR025,9,3906.1,35154.9,2929.575,Divanoodle Ltd,Product 15,IL,Illinois,42.11125,-88.0644,Midwest,3299478.315
SO - 0002294,2017-05-26,Distributor,GUT930,11,1098.8,12086.8,439.52,US Ltd,Product 14,MI,Michigan,42.49982,-83.00549,Midwest,4028698.4090000005
SO - 0003310,2017-05-26,Distributor,FLR025,10,1038.5,10385.0,529.635,General Company,Product 26,VA,Virginia,38.44957,-78.86892,South,5685138.2700000005
SO - 0010119,2017-05-26,Distributor,GUT930,8,1862.6000000000001,14900.800000000001,745.0400000000001,Divanoodle Ltd,Product 23,TX,Texas,33.15543,-96.8226,South,1135815.7580000001
SO - 0010130,2017-05-26,Wholesale,GUT930,9,180.9,1628.1000000000001,103.113,Browsetype Corp,Product 26,TX,Texas,29.55576,-95.32307,South,5685138.2700000005
SO - 0005863,2017-05-27,Distributor,NXH382,10,1795.6000000000001,17956.0,1059.404,Zoonder Group,Product 26,CT,Connecticut,41.5585,-73.03668,Northeast,5685138.2700000005
SO - 0006294,2017-05-27,Wholesale,NXH382,6,1943.0,11658.0,1165.8,Browsetype Corp,Product 26,CA,California,37.87159,-122.27275,West,5685138.2700000005
SO - 0007858,2017-05-27,Distributor,NXH382,8,1172.5,9380.0,867.65,Gigabox Group,Product 25,MD,Maryland,38.94278,-76.73028,South,5342315.484
SO - 0010592,2017-05-27,Wholesale,NXH382,5,1112.2,5561.0,633.954,Realbuzz Ltd,Product 5,CA,California,33.72224,-116.37446,West,3925424.5420000004
SO - 0010262,2017-05-27,Wholesale,AXW291,6,5118.8,30712.800000000003,2303.46,Deseret Group,Product 25,UT,Utah,40.59161,-111.8841,West,5342315.484
SO - 0009543,2017-05-27,Distributor,NXH382,12,3544.3,42531.600000000006,2020.251,CLINIQUE Ltd,Product 5,CA,California,32.83838,-116.97392,West,3925424.5420000004
SO - 000515,2017-05-27,Wholesale,AXW291,7,1829.1000000000001,12803.7,1463.2800000000002,Browsebug Company,Product 25,WA,Washington,47.17176,-122.51846,West,5342315.484
SO - 0001117,2017-05-27,Wholesale,AXW291,12,3953.0,47436.0,2964.75,Tagfeed Ltd,Product 10,NJ,New Jersey,40.73566,-74.17237,Northeast,864331.624
SO - 0002974,2017-05-27,Wholesale,GUT930,8,1695.1000000000001,13560.800000000001,1186.57,Actavis Company,Product 6,CT,Connecticut,41.76204,-72.74204,Northeast,1672229.416
SO - 0003018,2017-05-27,Distributor,NXH382,6,1025.1000000000001,6150.6,758.5740000000001,Feednation Corp,Product 28,IL,Illinois,41.74917,-88.16202,Midwest,1003867.767
SO - 0003876,2017-05-27,Distributor,AXW291,8,1159.1000000000001,9272.800000000001,544.777,Johnson Ltd,Product 23,NY,New York,42.74333,-73.7856,Northeast,1135815.7580000001
SO - 0005082,2017-05-27,Export,GUT930,5,3899.4,19497.0,3197.508,Talane Group,Product 6,CA,California,34.1975,-119.17705,West,1672229.416
SO - 0005209,2017-05-27,Wholesale,GUT930,6,221.1,1326.6,163.614,Chatterbri Ltd,Product 23,TX,Texas,32.78152,-97.34675,South,1135815.7580000001
SO - 0006509,2017-05-27,Export,GUT930,6,783.9,4703.4,572.247,Tekfly Group,Product 15,AZ,Arizona,32.72532,-114.6244,West,3299478.315
SO - 0006937,2017-05-27,Export,FLR025,7,1085.4,7597.800000000001,792.3420000000001,Trunyx Ltd,Product 25,TX,Texas,26.20341,-98.23001,South,5342315.484
SO - 0007010,2017-05-27,Wholesale,AXW291,7,1031.8,7222.599999999999,577.808,Pacific Ltd,Product 18,AZ,Arizona,34.4839,-114.32245,West,2309499.045
SO - 0008943,2017-05-27,Distributor,AXW291,9,227.8,2050.2000000000003,184.51800000000003,Nexus Group,Product 15,IL,Illinois,41.59625,-88.08915,Midwest,3299478.315
SO - 0008670,2017-05-27,Wholesale,GUT930,7,737.0,5159.0,390.61,Dazzlesphe Corp,Product 5,CA,California,37.70583,-122.46194,West,3925424.5420000004
SO - 0008798,2017-05-27,Distributor,GUT930,8,5125.5,41004.0,2408.9849999999997,Blogtags Ltd,Product 5,CA,California,33.88168,-118.11701,West,3925424.5420000004
SO - 000530,2017-05-27,Distributor,AXW291,6,1681.7,10090.2,1126.739,State Ltd,Product 13,CA,California,38.4088,-121.37162,West,3720639.645
SO - 0004789,2017-05-27,Distributor,AXW291,6,2773.8,16642.800000000003,1692.018,SUPERVALU Ltd,Product 3,AZ,Arizona,33.7862,-112.30801,West,2642352.432
SO - 0005802,2017-05-27,Export,NXH382,7,971.5,6800.5,573.185,Aveda Group,Product 21,CO,Colorado,39.57916,-104.87692,West,959899.2180000001
SO - 0006127,2017-05-27,Wholesale,NXH382,12,1132.3,13587.599999999999,611.442,SAFEWAY Ltd,Product 13,TX,Texas,30.07994,-95.41716,South,3720639.645
SO - 0006872,2017-05-27,Distributor,NXH382,8,2291.4,18331.2,1718.5500000000002,Golden Corp,Product 18,NC,North Carolina,35.41069,-80.84285,South,2309499.045
SO - 0009411,2017-05-27,Distributor,AXW291,7,1118.9,7832.300000000001,749.6630000000001,SAFEWAY Ltd,Product 3,TX,Texas,33.05077,-96.74794,South,2642352.432
SO - 0010040,2017-05-27,Wholesale,AXW291,8,5152.3,41218.4,2524.627,Roberts Company,Product 16,TX,Texas,29.55576,-95.32307,South,2062061.144
SO - 0010675,2017-05-27,Wholesale,GUT930,10,924.6,9246.0,499.28400000000005,Omba Group,Product 13,CA,California,33.90224,-118.08173,West,3720639.645
SO - 000103,2017-05-27,Export,GUT930,10,1775.5,17755.0,781.22,Amerisourc Corp,Product 14,IN,Indiana,40.42871,-86.85277,Midwest,4028698.4090000005
SO - 0001263,2017-05-27,Wholesale,AXW291,12,1072.0,12864.0,514.56,Skidoo Company,Product 15,FL,Florida,26.25175,-80.17894,South,3299478.315
SO - 0002989,2017-05-27,Wholesale,AXW291,6,951.4,5708.4,418.616,Realbridge Corp,Product 3,MA,Massachusetts,42.08343,-71.01838,Northeast,2642352.432
SO - 0003785,2017-05-27,Distributor,GUT930,12,1815.7,21788.4,1143.891,Arbor Company,Product 15,CO,Colorado,39.688,-104.68974,West,3299478.315
SO - 0004383,2017-05-27,Wholesale,AXW291,9,3577.8,32200.2,2003.5680000000002,Aibox Company,Product 17,KS,Kansas,37.69224,-97.33754,Midwest,2119616.824
SO - 0004663,2017-05-27,Wholesale,AXW291,8,1065.3,8522.4,777.669,Remedy Ltd,Product 18,IN,Indiana,40.48643,-86.1336,Midwest,2309499.045
SO - 0004692,2017-05-27,Wholesale,GUT930,11,1721.9,18940.9,843.731,Skyvu Group,Product 24,CA,California,33.84918,-118.38841,West,756557.97
SO - 0005231,2017-05-27,Wholesale,GUT930,11,3852.5,42377.5,1926.25,CARDINAL Group,Product 15,TX,Texas,32.79333,-96.76651,South,3299478.315
SO - 0006869,2017-05-27,Distributor,AXW291,6,5299.7,31798.199999999997,2172.877,BTA Corp,Product 20,CT,Connecticut,41.27212,-72.9675,Northeast,2067108.1199999999
SO - 000196,2017-05-27,Export,AXW291,9,187.6,1688.3999999999999,144.452,SEINDNI Corp,Product 28,IL,Illinois,41.94563,-88.08462,Midwest,1003867.767
SO - 0001440,2017-05-27,Wholesale,AXW291,12,1882.7,22592.4,960.177,NCS Group,Product 20,CT,Connecticut,41.76371,-72.68509,Northeast,2067108.1199999999
SO - 0002700,2017-05-27,Export,NXH382,12,2345.0,28140.0,1289.75,Terumo Corp,Product 13,IL,Illinois,42.3748,-87.84882,Midwest,3720639.645
SO - 0002801,2017-05-27,Distributor,AXW291,6,1031.8,6190.799999999999,412.72,Walgreen Corp,Product 29,CA,California,37.48522,-122.23635,West,594471.5700000001
SO - 0004222,2017-05-27,Wholesale,FLR025,11,5795.5,63750.5,3709.12,WOCKHARDT Group,Product 9,AR,Arkansas,34.76954,-92.26709,South,710415.405
SO - 0005851,2017-05-27,Wholesale,AXW291,9,1092.1000000000001,9828.900000000001,917.364,Zoomdog Corp,Product 20,OR,Oregon,44.05817,-121.31531,West,2067108.1199999999
SO - 0007046,2017-05-27,Distributor,AXW291,12,804.0,9648.0,538.6800000000001,Safecor Corp,Product 22,PA,Pennsylvania,40.60843,-75.49018,Northeast,663601.902
SO - 0007137,2017-05-27,Wholesale,AXW291,7,1782.2,12475.4,1497.048,Twimbo Company,Product 15,CT,Connecticut,41.20569,-73.12799,Northeast,3299478.315
SO - 0007650,2017-05-27,Wholesale,FLR025,11,5239.400000000001,57633.40000000001,3824.762,Oba Company,Product 2,IL,Illinois,41.5177,-88.14885,Midwest,3050087.565
SO - 0009358,2017-05-27,Wholesale,AXW291,6,891.1,5346.6,605.9480000000001,Fivechat Company,Product 25,NC,North Carolina,36.09986,-80.24422,South,5342315.484
SO - 0001329,2017-05-27,Wholesale,NXH382,5,3932.9,19664.5,1691.147,SEINDNI Corp,Product 5,CO,Colorado,38.25445,-104.60914,West,3925424.5420000004
SO - 0001729,2017-05-27,Wholesale,GUT930,5,850.9,4254.5,485.0129999999999,Realbuzz Ltd,Product 27,CT,Connecticut,41.5585,-73.03668,Northeast,964940.2310000001
SO - 0002031,2017-05-27,Wholesale,AXW291,11,5299.7,58296.7,4186.763,Thoughtmix Ltd,Product 13,TX,Texas,32.68695,-97.0211,South,3720639.645
SO - 0002338,2017-05-27,Wholesale,GUT930,11,254.6,2800.6,178.22,Lazzy Group,Product 5,CA,California,34.13612,-117.86534,West,3925424.5420000004
SO - 0004095,2017-05-27,Wholesale,GUT930,7,4013.3,28093.100000000002,3210.6400000000003,Internatio Company,Product 16,NY,New York,43.25035,-77.70052,Northeast,2062061.144
SO - 0004234,2017-05-27,Wholesale,NXH382,6,1996.6000000000001,11979.6,1257.8580000000002,Jabbercube Corp,Product 5,NC,North Carolina,36.07264,-79.79198,South,3925424.5420000004
SO - 0005292,2017-05-27,Distributor,GUT930,6,1092.1000000000001,6552.6,753.5490000000001,Pacific Ltd,Product 14,CT,Connecticut,41.22509,-73.06111,Northeast,4028698.4090000005
